title,author,genre,description
The National Review Treasury of Classic Children's Literature,"['William F. Buckley, Jr.']",['Juvenile Fiction'],"A collection of over forty stories, tales, poems, and fables by American writers from the late nineteenth and early twentieth centuries, originally published in ""St. Nicholas Magazine."""
Quick Arithmetic: A Self-Teaching Guide (Wiley Self-Teaching Guides),"['Robert A. Carman', 'Marilyn J. Carman']",['Mathematics'],Master math at your own pace! Does working with numbers often frustrate you? Do you need to brush up on your basic math skills? Do you feel math stands between...
"The Last Night of the Yankee Dynasty: The Game, the Team, and the Cost of Greatness",['Buster Olney'],['Sports & Recreation'],"For six extraordinary years around the turn of the millennium, the Yankees were baseball's unstoppable force, with players such as Paul O'Neill, Derek Jeter, and Mariano Rivera. But for the..."
Becoming Me: A Story of Creation,['Martin Boroson'],['Juvenile Fiction'],Have you ever imagined how you came to be? Do you stop and wonder what your place is in creation? Becoming Me presents a way of looking at life and...
Managing With Microsoft Project 98,['Kerzner'],General,"""This classic guide enables you to learn from the successes and failures of leading companies, explore new cost control and risk management techniques . . . and obtain the information..."
Mathematical brain benders,['Stephen Barr'],['Games & Activities'],"Challenge yourself with over 100 fresh paradoxes, puzzles, riddles, conundrums, word and number games for the jaded, skeptical puzzlist. Over 100 pages of comprehensive answers. Approximately 300 illustrations. ""Excellent collection..."
Sit! Ancestral Dog Portraits,Unknown,['Art'],"""Sit!"", the perfect gift for everyone who thinks that dogs are people too, now begins a new life in paperback with a new name. This fetching collection of 70 portraits..."
Iktomi And The Coyote,['Paul Goble'],['Juvenile Fiction'],"After tricking some prairie dogs into becoming his dinner, Iktomi is himself outwitted by Coyote. Asides and questions printed in italics may be addressed by the storyteller to listeners, encouraging..."
Arbitrator's Handbook,['John W. Cooley'],['Law'],"The Arbitrator's Handbook offers a full range of features geared to assist the arbitrator in performing his or her duties. Chapter One provides basic information on the nature of arbitration,..."
Showdown,['Wil Haygood'],['Biography & Autobiography'],"""The author of The Butler presents a revelatory biography of the first African-American Supreme Court justice--one of the giants of the civil rights movement, and one of the most transforming..."
Alpha Tales Learning Library (Set),['Scholastic'],['Education'],A series of 26 animal storybooks that build phonemic awareness and teach each letter of the alphabet.
"Dearest Dorothy, Slow down, you're wearing us out!",['Charlene Ann Baumbich'],['Fiction'],"“Be warned—this series is addictive. You’ll soon be hooked on the small town of Partonville and its cast of assorted characters” (BookReporter). In her late eighties, Dorothy Wetstra is still..."
The Forbidden Beast,['John Forrester'],['Fantasy'],"A master computer called New Think, or the Forbidden Beast, decides to destroy all life on earth, but first accepts a challenge to come to visit it to find out..."
Frozen Assets Lite and Easy: How to Cook for a Day and Eat for a Month,['Deborah Taylor-Hough'],['Cooking (Frozen foods)'],"Low-fat, lower-calorie bulk cooking from bestselling author Deborah Taylor-Hough. Through the bestselling cookbook Frozen Assets, Deborah Taylor-Hough became known as the """"once-a-month"""" cooking expert. She taught people how to increase..."
Go Tell it on the Mountain.,['James Baldwin'],['Fiction'],This novel of Black life in America is written with an impartial attitude
The natural way to vibrant health,['Norman Walker'],['Health & Fitness'],Proper nutrition is tantamount to good health. Dr. Walker explains in detail the importance of eliminating artificial processed foods that can destroy our health and shorten our lives. He also...
Score (Have a Nice Life #4),"['Linda Kreger Silverman, PhD']",['Psychology'],In my estimation Giftedness 101 ranks high among authoritative texts devoted to this particular population of children. It not only offers thorough experience and knowledge-based insights to those who are...
How to Survive on Land and Sea,"['V-Five Association of America', 'Frank Cooper Craighead (Jr.)', 'John Johnson Craighead']",['Nuclear warfare'],"First edition 1943. Polar and subpolar survival, p.335-47."
In the Shadow of the Lone Cypress,['Sally Settle'],['Fiction'],"Love, betrayal, heartaches and tragedy combine with history to make this book one that will find a place in the reader's heart for a long time after the final page..."
Going Wild: Adventures with Birds in the Suburban Wilderness,['Robert Winkler'],['Nature'],Armchair travelers can journey with author and naturalist Robert Winkler as he experiences amazing wildlife encounters—all within reach of his own backyard. An avid nature writer with field experience spanning...
America's champion swimmer: Gertrude Ederle,['David A. Adler'],['Juvenile Nonfiction'],"Describes the life and accomplishments of Gertrude Ederle, the first woman to swim the English Channel and a figure in the early women's rights movement."
Molecular Magnetism,['Roman Boča'],['Science'],"Magnetochemistry is a highly interdisciplinary field that attracts the interest of chemists, physicists and material scientists. Although the general strategy of theoretical molecular magnetism has been in place for decades,..."
Compass: A Handbook on Parent Leadership,['James B. Stenson'],['Family & Relationships'],Compass summarizes the lessons and experiences of parents to help them succeed as leaders for their children.Author and Educator James Stenson relates thirty years' experience with parents who have lived...
Dun Lady's Jess,['Doranna Durgin'],['Fiction'],"Dun Lady’s Jess: all woman, all heart…all horse. Courier mount Dun Lady's Jess accepts the hand of only one man: Carey of Anfeald. Together they race across rugged territories with..."
Ed Emberley's Little Drawing Book of Birds,['Ed Emberley'],['Juvenile Nonfiction'],The artist provides simple visual directions for drawing birds.
Danish: An Elementary Grammar and Reader,['Elias Bredsdorff'],['Foreign Language Study'],"This course has six parts: 1. A general introduction to written and spoken Danish. 2. A chapter on Danish phonetics. 3. A grammar, arranged by sections under nouns, adjectives, adverbs,..."
Swahili English Dictionary,['Nicholas Awde'],['Foreign Language Study'],"Contains the English and Swahili translations of more than 35,000 common words and phrases."
Our incredible Civil War,['Burke Davis'],['United States'],"A panorama of facts, anecdotes and legends about many aspects of the Civil War."
Appalachian Patterns: Stories (Readers & Writers Short Stories Showcase),['Bo Ball'],['History'],""" Pearl Harbor, December 7, 1941: High on the bridge of the USS West Virginia Sfc. Lee Ebner was looking forward to the end of his watch and a relaxed..."
Pineapple Air Force: Pearl Harbor to Tokyo,['John W. Lambert'],['History'],Beretter om de amerikanske luftoperationer i Stillehavskrigen under 2. verdenskrig
Dawn of the Messiah: The Coming of Christ in Scripture,['Edward P. Sri'],['Religion'],"Sri not only helps readers understand an earlier and pivotal time and place, but also brings them to a deeper understanding of the great mysteries of God's entry into the..."
GOTHIC TALES,"['Karen Blixen', 'Isak Dinesen']",['Fiction'],"Written in 1934 by Karen Blixen (1885-1962), using the pseudonym Isak Dinesen, ""Seven Gothic Tales"" is a collection of short stories set mostly in the nineteenth century and being concerned..."
The Red Box (A Nero Wolfe Mystery),['Rex Stout'],['Fiction'],"A lovely woman is dead, and the fortunes of overextended theatrical producer Llewellyn Frost depend on solving the mystery of the red box: two pounds of candied fruits, nuts and..."
Murder Unpunished: How the Aryan Brotherhood Murdered Waymond Small and Got Away with It,['Thornton W. Price'],['Travel'],"In November of 1977, Terry Lee Farmer, a white inmate at Arizona State Prison in Florence, walked up to black prisoner Waymond Small in front of sixty witnesses and stabbed..."
The Long Italian Goodbye,['Robert Benedetti'],['Fiction'],"The Italian neighborhood surrounding Oakley Avenue on Chicago's West Side in 1948 is a Tuscan village transplanted from northern Italy thirty years before. Joey is ten, an only child born..."
Christian History Made Easy: 13 Weeks to a Better Understanding of Church History,['Timothy Paul Jones'],['Religion'],"Christian History Made Easy summarizes the most important events in the history of the church, from the time of Jesus to modern day. Christian History Made Easy explains early church..."
